step,new_task,epochs_run,task,r2,mae,samples,primary,points,accuracy,macro_f1
1,density,100,density,0.9876303443256081,0.078255854333328,5075,0.9876303443256081,,,
2,efermi,79,density,0.9832865956676069,0.09546453320989896,5075,0.9832865956676069,,,
2,efermi,79,efermi,0.902876813263296,0.2002567767607919,5073,0.902876813263296,,,
3,final_energy,100,density,0.9795781467227807,0.10560090505713376,5075,0.9795781467227807,,,
3,final_energy,100,efermi,0.8858759735191356,0.24248281351252507,5073,0.8858759735191356,,,
3,final_energy,100,final_energy,0.6332118675867051,0.3880876855895795,5075,0.6332118675867051,,,
4,total_magnetization,84,density,0.9774551109612709,0.11251965195545918,5075,0.9774551109612709,,,
4,total_magnetization,84,efermi,0.8882432627748527,0.23385609517339256,5073,0.8882432627748527,,,
4,total_magnetization,84,final_energy,0.4339613889366828,0.5628731349790697,5075,0.4339613889366828,,,
4,total_magnetization,84,total_magnetization,0.6779718631331781,0.36924281122454733,5075,0.6779718631331781,,,
5,volume,100,density,0.9756020237247104,0.1161350814421237,5075,0.9756020237247104,,,
5,volume,100,efermi,0.8852554419189214,0.2350819463293779,5073,0.8852554419189214,,,
5,volume,100,final_energy,0.503467996739212,0.5196089590200188,5075,0.503467996739212,,,
5,volume,100,total_magnetization,0.5611611970485151,0.42575517090381315,5075,0.5611611970485151,,,
5,volume,100,volume,0.4603881431787429,0.5840147534452907,5075,0.4603881431787429,,,
6,dielectric_total,58,density,0.9700084129708154,0.1273646187307673,5075,0.9700084129708154,,,
6,dielectric_total,58,efermi,0.8755338979704308,0.2542610893874709,5073,0.8755338979704308,,,
6,dielectric_total,58,final_energy,0.3772012213487195,0.569731046952197,5075,0.3772012213487195,,,
6,dielectric_total,58,total_magnetization,0.5524500493667432,0.44964907284668265,5075,0.5524500493667432,,,
6,dielectric_total,58,volume,0.3453593847693808,0.6631021690977571,5075,0.3453593847693808,,,
6,dielectric_total,58,dielectric_total,0.6186424814397493,0.4517396049101281,710,0.6186424814397493,,,
7,dielectric_ionic,74,density,0.9656857200358115,0.13849210147444238,5075,0.9656857200358115,,,
