step,new_task,epochs_run,task,r2,mae,samples,primary,points,accuracy,macro_f1
1,density,100,density,0.9876303443256081,0.078255854333328,5075,0.9876303443256081,,,
2,efermi,96,density,0.9426129073443584,0.1791476154088026,5075,0.9426129073443584,,,
2,efermi,96,efermi,0.9026611432827917,0.21650964373187298,5073,0.9026611432827917,,,
3,final_energy,81,density,0.9357416566130768,0.18986584570113121,5075,0.9357416566130768,,,
3,final_energy,81,efermi,0.7973984784406456,0.3445908670457309,5073,0.7973984784406456,,,
3,final_energy,81,final_energy,0.571304103470798,0.4495798905778592,5075,0.571304103470798,,,
4,total_magnetization,74,density,0.9027170070915917,0.237088716970726,5075,0.9027170070915917,,,
4,total_magnetization,74,efermi,0.76695244409647,0.3698505903215328,5073,0.76695244409647,,,
4,total_magnetization,74,final_energy,0.07819051768248841,0.7054159427385981,5075,0.07819051768248841,,,
4,total_magnetization,74,total_magnetization,0.6574855030626419,0.37043077972697647,5075,0.6574855030626419,,,
5,volume,64,density,0.9104739947113973,0.22667509635457536,5075,0.9104739947113973,,,
5,volume,64,efermi,0.7488673643594852,0.38069641011409666,5073,0.7488673643594852,,,
5,volume,64,final_energy,0.15384670209871154,0.6904595439085789,5075,0.15384670209871154,,,
5,volume,64,total_magnetization,0.11823843478035956,0.6901434431143627,5075,0.11823843478035956,,,
5,volume,64,volume,0.4024128357767919,0.6303802004618708,5075,0.4024128357767919,,,
6,dielectric_total,22,density,0.8477937976451785,0.3098255824712196,5075,0.8477937976451785,,,
6,dielectric_total,22,efermi,0.7842437838456788,0.3543920367321942,5073,0.7842437838456788,,,
6,dielectric_total,22,final_energy,0.12955436310754154,0.7154385628340175,5075,0.12955436310754154,,,
6,dielectric_total,22,total_magnetization,0.021150144017807015,0.7851522166720968,5075,0.021150144017807015,,,
6,dielectric_total,22,volume,0.16387260166472484,0.7457026529593844,5075,0.16387260166472484,,,
6,dielectric_total,22,dielectric_total,0.5608109138148827,0.4945322109545649,710,0.5608109138148827,,,
7,dielectric_ionic,34,density,0.8812679127726001,0.2673000165809858,5075,0.8812679127726001,,,
7,dielectric_ionic,34,efermi,0.7717643635179302,0.3658302738268885,5073,0.7717643635179302,,,
7,dielectric_ionic,34,final_energy,0.1075957943180118,0.712717718551035,5075,0.1075957943180118,,,
7,dielectric_ionic,34,total_magnetization,-0.09300761691726112,0.7089336829966475,5075,-0.09300761691726112,,,
7,dielectric_ionic,34,volume,0.19433603997353333,0.7321198780420863,5075,0.19433603997353333,,,
7,dielectric_ionic,34,dielectric_total,0.4756228038572097,0.5378662120185286,710,0.4756228038572097,,,
7,dielectric_ionic,34,dielectric_ionic,0.4837639830029683,0.555459692473738,710,0.4837639830029683,,,
8,dielectric_electronic,32,density,0.8753939425777413,0.27584738031571243,5075,0.8753939425777413,,,
8,dielectric_electronic,32,efermi,0.749705874210249,0.37997923124630006,5073,0.749705874210249,,,
8,dielectric_electronic,32,final_energy,0.12069627998565169,0.7127040916354852,5075,0.12069627998565169,,,
8,dielectric_electronic,32,total_magnetization,-0.06061586028011057,0.7256814700310502,5075,-0.06061586028011057,,,
8,dielectric_electronic,32,volume,0.17228453162632962,0.736308555722542,5075,0.17228453162632962,,,
8,dielectric_electronic,32,dielectric_total,0.3202888851488176,0.5910083469955059,710,0.3202888851488176,,,
8,dielectric_electronic,32,dielectric_ionic,0.21477341616461576,0.6734934249245454,710,0.21477341616461576,,,
8,dielectric_electronic,32,dielectric_electronic,0.7817590038695431,0.2598583708972222,710,0.7817590038695431,,,
9,magnetization,22,density,0.8639956064575923,0.28048231289726616,5235,0.8639956064575923,,,
9,magnetization,22,efermi,0.6793995633238801,0.4445585974920687,5233,0.6793995633238801,,,
9,magnetization,22,final_energy,0.08882872361184868,0.8006776990312059,5235,0.08882872361184868,,,
9,magnetization,22,total_magnetization,0.019283733509974255,0.7499427131666907,5235,0.019283733509974255,,,
9,magnetization,22,volume,0.18372584317140983,0.7376628027014184,5235,0.18372584317140983,,,
9,magnetization,22,dielectric_total,0.363588693051088,0.5697562809006644,719,0.363588693051088,,,
9,magnetization,22,dielectric_ionic,0.22138186356143574,0.6853952338589558,719,0.22138186356143574,,,
9,magnetization,22,dielectric_electronic,0.6922235512818363,0.36318332703796663,719,0.6922235512818363,,,
9,magnetization,22,magnetization,0.5374211590385545,0.49768700957861073,244,0.5374211590385545,,,
10,curie,34,density,0.883881126231906,0.2651508195213659,5235,0.883881126231906,,,
10,curie,34,efermi,0.764900392854478,0.3724807690267919,5233,0.764900392854478,,,
10,curie,34,final_energy,0.17345855981264724,0.7264318173017935,5235,0.17345855981264724,,,
10,curie,34,total_magnetization,0.10092557046933603,0.7336683067992211,5235,0.10092557046933603,,,
10,curie,34,volume,0.19178294008347851,0.7202471804858332,5235,0.19178294008347851,,,
10,curie,34,dielectric_total,0.4086459744992106,0.5503724765769893,719,0.4086459744992106,,,
10,curie,34,dielectric_ionic,0.2132313677668065,0.6571228205755134,719,0.2132313677668065,,,
10,curie,34,dielectric_electronic,0.6502435406620996,0.3356398792038306,719,0.6502435406620996,,,
10,curie,34,magnetization,0.37690307071079265,0.6183684187695977,244,0.37690307071079265,,,
10,curie,34,curie,0.5768041703993725,0.4589972310023657,1423,0.5768041703993725,,,
11,neel,31,density,0.8786111711669947,0.2708876845618184,5235,0.8786111711669947,,,
11,neel,31,efermi,0.7754042236111273,0.35793233632141097,5233,0.7754042236111273,,,
11,neel,31,final_energy,0.12237464744032078,0.7942587013667568,5235,0.12237464744032078,,,
11,neel,31,total_magnetization,0.1285664992395057,0.6393750217761557,5235,0.1285664992395057,,,
11,neel,31,volume,0.12792588894027657,0.7469518754026497,5235,0.12792588894027657,,,
11,neel,31,dielectric_total,0.37334258795937425,0.5655812964423992,719,0.37334258795937425,,,
11,neel,31,dielectric_ionic,0.19907189431586536,0.6772021536511025,719,0.19907189431586536,,,
11,neel,31,dielectric_electronic,0.618297592204422,0.35459224868459405,719,0.618297592204422,,,
