step,new_task,epochs_run,task,r2,mae,samples,primary,points,accuracy,macro_f1
1,density,100,density,0.9876303443256081,0.078255854333328,5075,0.9876303443256081,,,
2,efermi,86,density,0.9597368399950784,0.14530454292134698,5075,0.9597368399950784,,,
2,efermi,86,efermi,0.9043365597166927,0.20670065292991788,5073,0.9043365597166927,,,
3,final_energy,73,density,0.9548740063413377,0.15673356538786554,5075,0.9548740063413377,,,
3,final_energy,73,efermi,0.790145075987123,0.345703149678931,5073,0.790145075987123,,,
3,final_energy,73,final_energy,0.5597122797606884,0.4495805209041655,5075,0.5597122797606884,,,
4,total_magnetization,61,density,0.9406261544617819,0.17883274420354117,5075,0.9406261544617819,,,
4,total_magnetization,61,efermi,0.7954412058608963,0.33901408356049545,5073,0.7954412058608963,,,
4,total_magnetization,61,final_energy,0.18713180012138286,0.6657310843411544,5075,0.18713180012138286,,,
4,total_magnetization,61,total_magnetization,0.629702068179098,0.3981466014508247,5075,0.629702068179098,,,
5,volume,73,density,0.9398286924318604,0.18404580799855424,5075,0.9398286924318604,,,
5,volume,73,efermi,0.8027355405166388,0.33000630402668624,5073,0.8027355405166388,,,
5,volume,73,final_energy,0.14258915663460536,0.6841693266791902,5075,0.14258915663460536,,,
5,volume,73,total_magnetization,0.23712061045794008,0.6194548276040974,5075,0.23712061045794008,,,
5,volume,73,volume,0.39572978612258247,0.6331660106834446,5075,0.39572978612258247,,,
6,dielectric_total,66,density,0.9357236873398999,0.19373910907001826,5075,0.9357236873398999,,,
6,dielectric_total,66,efermi,0.7953563639141592,0.3428631690015733,5073,0.7953563639141592,,,
6,dielectric_total,66,final_energy,0.15090528013914206,0.6633620282426216,5075,0.15090528013914206,,,
6,dielectric_total,66,total_magnetization,0.2008559177481506,0.6118236989391613,5075,0.2008559177481506,,,
6,dielectric_total,66,volume,0.1744265962603695,0.7202679961950866,5075,0.1744265962603695,,,
6,dielectric_total,66,dielectric_total,0.6129914914832739,0.4638800093713568,710,0.6129914914832739,,,
7,dielectric_ionic,40,density,0.9260446257550793,0.20518857908453245,5075,0.9260446257550793,,,
7,dielectric_ionic,40,efermi,0.8011196739443923,0.33626836607409377,5073,0.8011196739443923,,,
7,dielectric_ionic,40,final_energy,0.12600801584797072,0.6823576328760921,5075,0.12600801584797072,,,
7,dielectric_ionic,40,total_magnetization,0.26025172769462945,0.6639942608774497,5075,0.26025172769462945,,,
7,dielectric_ionic,40,volume,0.21107956842664655,0.710756568376176,5075,0.21107956842664655,,,
7,dielectric_ionic,40,dielectric_total,0.5254130564744963,0.5093426853116098,710,0.5254130564744963,,,
7,dielectric_ionic,40,dielectric_ionic,0.5148303689665614,0.5304631293698526,710,0.5148303689665614,,,
8,dielectric_electronic,25,density,0.9265743705527223,0.20330142303240545,5075,0.9265743705527223,,,
8,dielectric_electronic,25,efermi,0.7848487614803115,0.3505620421503557,5073,0.7848487614803115,,,
8,dielectric_electronic,25,final_energy,0.272994465822442,0.6624067952628657,5075,0.272994465822442,,,
8,dielectric_electronic,25,total_magnetization,0.2513501209028147,0.6362633539704479,5075,0.2513501209028147,,,
8,dielectric_electronic,25,volume,0.18665999601230843,0.7197580065889612,5075,0.18665999601230843,,,
8,dielectric_electronic,25,dielectric_total,0.4866337912833668,0.516343493807793,710,0.4866337912833668,,,
8,dielectric_electronic,25,dielectric_ionic,0.20718565541720846,0.6995484232628302,710,0.20718565541720846,,,
