step,new_task,epochs_run,task,r2,mae,samples,primary,points,accuracy,macro_f1
1,density,100,density,0.9876303443256081,0.078255854333328,5075,0.9876303443256081,,,
2,efermi,79,density,0.981761537315897,0.09974339294497792,5075,0.981761537315897,,,
2,efermi,79,efermi,0.9018730762673226,0.20080058968260445,5073,0.9018730762673226,,,
3,final_energy,100,density,0.978187309770338,0.10964349857478575,5075,0.978187309770338,,,
3,final_energy,100,efermi,0.8812252149764795,0.24363986059368237,5073,0.8812252149764795,,,
3,final_energy,100,final_energy,0.6330884257798977,0.3913176314134819,5075,0.6330884257798977,,,
4,total_magnetization,73,density,0.9752693587924275,0.11810158610181618,5075,0.9752693587924275,,,
4,total_magnetization,73,efermi,0.871356824521578,0.2612428263435426,5073,0.871356824521578,,,
4,total_magnetization,73,final_energy,0.40631001631605734,0.5610597104183029,5075,0.40631001631605734,,,
4,total_magnetization,73,total_magnetization,0.6563161070681987,0.3643048685029925,5075,0.6563161070681987,,,
5,volume,68,density,0.9738679303631448,0.12271917387216773,5075,0.9738679303631448,,,
5,volume,68,efermi,0.8645742267958421,0.2650323316058736,5073,0.8645742267958421,,,
5,volume,68,final_energy,0.4190513255113316,0.5490358020963425,5075,0.4190513255113316,,,
5,volume,68,total_magnetization,0.46177518911061477,0.5565665214614093,5075,0.46177518911061477,,,
5,volume,68,volume,0.4263218990356805,0.6167629165144826,5075,0.4263218990356805,,,
6,dielectric_total,48,density,0.9709798080756981,0.1277913314128378,5075,0.9709798080756981,,,
6,dielectric_total,48,efermi,0.8631674754886794,0.26450606370819085,5073,0.8631674754886794,,,
6,dielectric_total,48,final_energy,0.3965182986896558,0.5972674711348872,5075,0.3965182986896558,,,
6,dielectric_total,48,total_magnetization,0.5152443560533181,0.42235572381634706,5075,0.5152443560533181,,,
6,dielectric_total,48,volume,0.3114415876477865,0.6668032693979454,5075,0.3114415876477865,,,
6,dielectric_total,48,dielectric_total,0.623171126783151,0.4419540996485735,710,0.623171126783151,,,
7,dielectric_ionic,40,density,0.966363082821681,0.13924427222985933,5075,0.966363082821681,,,
7,dielectric_ionic,40,efermi,0.8526680338430823,0.28883764463339817,5073,0.8526680338430823,,,
7,dielectric_ionic,40,final_energy,0.37548726786431663,0.6080030072617029,5075,0.37548726786431663,,,
7,dielectric_ionic,40,total_magnetization,0.5113945011879096,0.47209671127278,5075,0.5113945011879096,,,
7,dielectric_ionic,40,volume,0.3216394868468184,0.665227462240968,5075,0.3216394868468184,,,
7,dielectric_ionic,40,dielectric_total,0.6298769532284018,0.43938767039685106,710,0.6298769532284018,,,
7,dielectric_ionic,40,dielectric_ionic,0.5548792423847653,0.4994019007649019,710,0.5548792423847653,,,
8,dielectric_electronic,81,density,0.9722697991503109,0.12465088649007354,5075,0.9722697991503109,,,
8,dielectric_electronic,81,efermi,0.8692648145667798,0.25797738975046924,5073,0.8692648145667798,,,
8,dielectric_electronic,81,final_energy,0.4317221768654269,0.5521591569714747,5075,0.4317221768654269,,,
8,dielectric_electronic,81,total_magnetization,0.508201080473492,0.4463662449378696,5075,0.508201080473492,,,
8,dielectric_electronic,81,volume,0.34857098088350813,0.6468470103173942,5075,0.34857098088350813,,,
8,dielectric_electronic,81,dielectric_total,0.6502645219457726,0.42701285655122573,710,0.6502645219457726,,,
8,dielectric_electronic,81,dielectric_ionic,0.5567264415837335,0.5029313023980284,710,0.5567264415837335,,,
8,dielectric_electronic,81,dielectric_electronic,0.8385064492641965,0.22709800712741543,710,0.8385064492641965,,,
9,magnetization,60,density,0.9658409594316801,0.1378574911106775,5235,0.9658409594316801,,,
9,magnetization,60,efermi,0.8469494729318084,0.29596798945808334,5233,0.8469494729318084,,,
9,magnetization,60,final_energy,0.37488593113979385,0.5829781716453042,5235,0.37488593113979385,,,
9,magnetization,60,total_magnetization,0.5445843331208415,0.4456574861988558,5235,0.5445843331208415,,,
9,magnetization,60,volume,0.3354422065269408,0.6650126131507422,5235,0.3354422065269408,,,
9,magnetization,60,dielectric_total,0.6297472400520381,0.47379695948764444,719,0.6297472400520381,,,
9,magnetization,60,dielectric_ionic,0.5439477553717331,0.5284577471317593,719,0.5439477553717331,,,
9,magnetization,60,dielectric_electronic,0.8165066274956065,0.2546620721015285,719,0.8165066274956065,,,
9,magnetization,60,magnetization,0.6208443621207362,0.45418762187487266,244,0.6208443621207362,,,
10,curie,46,density,0.9650173821913869,0.1399175654327441,5235,0.9650173821913869,,,
10,curie,46,efermi,0.8673216059323343,0.26226543992023477,5233,0.8673216059323343,,,
10,curie,46,final_energy,0.37493759559088546,0.5963022603642636,5235,0.37493759559088546,,,
10,curie,46,total_magnetization,0.5197256673019311,0.4784890675563576,5235,0.5197256673019311,,,
10,curie,46,volume,0.3197229484845102,0.6703951355878556,5235,0.3197229484845102,,,
10,curie,46,dielectric_total,0.628059463962228,0.4364960541537201,719,0.628059463962228,,,
10,curie,46,dielectric_ionic,0.5035255719270866,0.5251908843246249,719,0.5035255719270866,,,
10,curie,46,dielectric_electronic,0.8181035946743345,0.24064387348219124,719,0.8181035946743345,,,
10,curie,46,magnetization,0.5962477327561309,0.47203784482001193,244,0.5962477327561309,,,
10,curie,46,curie,0.6494120039579265,0.4089798250411827,1423,0.6494120039579265,,,
11,neel,89,density,0.969160287344147,0.1299438486236288,5235,0.969160287344147,,,
11,neel,89,efermi,0.8710580526669688,0.25751044811283696,5233,0.8710580526669688,,,
11,neel,89,final_energy,0.4105687571054423,0.5630430845747258,5235,0.4105687571054423,,,
11,neel,89,total_magnetization,0.5203358009968746,0.46710962429289243,5235,0.5203358009968746,,,
11,neel,89,volume,0.3444525548206806,0.6563967293266832,5235,0.3444525548206806,,,
11,neel,89,dielectric_total,0.6149475840652947,0.47423952638774053,719,0.6149475840652947,,,
11,neel,89,dielectric_ionic,0.4872540812632652,0.5549301621355034,719,0.4872540812632652,,,
11,neel,89,dielectric_electronic,0.8259952396888484,0.24177198711694992,719,0.8259952396888484,,,
11,neel,89,magnetization,0.6276519399911584,0.4623349680887283,244,0.6276519399911584,,,
11,neel,89,curie,0.6686652150543956,0.40709012841966247,1423,0.6686652150543956,,,
11,neel,89,neel,0.6546431976413993,0.41351098061237407,849,0.6546431976413993,,,
12,kp,65,density,0.9687853728266655,0.1323626464547516,5386,0.9687853728266655,,,
12,kp,65,efermi,0.8778605911004489,0.25369170095810456,5384,0.8778605911004489,,,
12,kp,65,final_energy,0.45220291300754056,0.5398108701793644,5386,0.45220291300754056,,,
12,kp,65,total_magnetization,0.5622162667465198,0.4166518600916695,5386,0.5622162667465198,,,
12,kp,65,volume,0.3166087585489923,0.6733510399422188,5386,0.3166087585489923,,,
12,kp,65,dielectric_total,0.6674083382234242,0.42817282141703417,815,0.6674083382234242,,,
12,kp,65,dielectric_ionic,0.5854408053805384,0.4868849887663288,815,0.5854408053805384,,,
12,kp,65,dielectric_electronic,0.8385431755727504,0.24938762983737486,815,0.8385431755727504,,,
12,kp,65,magnetization,0.5909265615136365,0.4587208054934373,244,0.5909265615136365,,,
12,kp,65,curie,0.6383047685909482,0.4216534518907946,1424,0.6383047685909482,,,
12,kp,65,neel,0.5934629812450124,0.4522495170470536,857,0.5934629812450124,,,
12,kp,65,kp,0.6106703400011849,0.4560614229750389,1045,0.6106703400011849,,,
13,magnetic_susceptibility,44,density,0.9672815913388938,0.1337479549167481,5386,0.9672815913388938,,,
13,magnetic_susceptibility,44,efermi,0.8707621327313797,0.25868355229898415,5384,0.8707621327313797,,,
