step,new_task,epochs_run,task,r2,mae,samples,primary,points,accuracy,macro_f1
1,density,100,density,0.9876303443256081,0.078255854333328,5075,0.9876303443256081,,,
2,efermi,62,density,0.9841979603279639,0.09233436317020569,5075,0.9841979603279639,,,
2,efermi,62,efermi,0.9034118334073417,0.21480887003598084,5073,0.9034118334073417,,,
3,final_energy,100,density,0.9810164446457057,0.10156302217203124,5075,0.9810164446457057,,,
3,final_energy,100,efermi,0.886442822866469,0.232784938829383,5073,0.886442822866469,,,
3,final_energy,100,final_energy,0.6433447933373877,0.38947715025542773,5075,0.6433447933373877,,,
4,total_magnetization,100,density,0.9794018578194404,0.10713147540242537,5075,0.9794018578194404,,,
4,total_magnetization,100,efermi,0.8866459579497147,0.24397968381969043,5073,0.8866459579497147,,,
4,total_magnetization,100,final_energy,0.5368957815420706,0.48556797688078945,5075,0.5368957815420706,,,
4,total_magnetization,100,total_magnetization,0.6864291895525112,0.36274327166971093,5075,0.6864291895525112,,,
5,volume,87,density,0.9769884013614291,0.11281785769096422,5075,0.9769884013614291,,,
5,volume,87,efermi,0.8822965638148826,0.23782112077828996,5073,0.8822965638148826,,,
5,volume,87,final_energy,0.5040463017180237,0.5036927826041994,5075,0.5040463017180237,,,
5,volume,87,total_magnetization,0.5754034131298291,0.39132936625213116,5075,0.5754034131298291,,,
5,volume,87,volume,0.44351872038749485,0.600458423891096,5075,0.44351872038749485,,,
6,dielectric_total,73,density,0.974204592482397,0.11855978359709181,5075,0.974204592482397,,,
6,dielectric_total,73,efermi,0.8772993169859006,0.24883692861636303,5073,0.8772993169859006,,,
6,dielectric_total,73,final_energy,0.48317740061608794,0.509259235538861,5075,0.48317740061608794,,,
6,dielectric_total,73,total_magnetization,0.5646851573891422,0.42679401483824614,5075,0.5646851573891422,,,
6,dielectric_total,73,volume,0.3491340226930746,0.6561835317162376,5075,0.3491340226930746,,,
6,dielectric_total,73,dielectric_total,0.6250096317160461,0.43778374756048805,710,0.6250096317160461,,,
7,dielectric_ionic,69,density,0.969783101860225,0.12987919422713923,5075,0.969783101860225,,,
7,dielectric_ionic,69,efermi,0.8754994827922696,0.2541102981509499,5073,0.8754994827922696,,,
7,dielectric_ionic,69,final_energy,0.5096099737908109,0.49097098787462023,5075,0.5096099737908109,,,
7,dielectric_ionic,69,total_magnetization,0.586795102727281,0.3984351383204171,5075,0.586795102727281,,,
7,dielectric_ionic,69,volume,0.36853009904430734,0.638592691815948,5075,0.36853009904430734,,,
7,dielectric_ionic,69,dielectric_total,0.5477840124915414,0.4696723335480052,710,0.5477840124915414,,,
7,dielectric_ionic,69,dielectric_ionic,0.559472209489476,0.4965167953786559,710,0.559472209489476,,,
8,dielectric_electronic,73,density,0.9698436400969869,0.1285484443896706,5075,0.9698436400969869,,,
8,dielectric_electronic,73,efermi,0.8682447074631376,0.26354081671745094,5073,0.8682447074631376,,,
8,dielectric_electronic,73,final_energy,0.39461665759870057,0.5800456695158825,5075,0.39461665759870057,,,
8,dielectric_electronic,73,total_magnetization,0.5762904885345046,0.39961875385042706,5075,0.5762904885345046,,,
8,dielectric_electronic,73,volume,0.35918891684815324,0.6448562710708372,5075,0.35918891684815324,,,
8,dielectric_electronic,73,dielectric_total,0.5732698407132171,0.4644346487911809,710,0.5732698407132171,,,
8,dielectric_electronic,73,dielectric_ionic,0.4302040742323755,0.5537216875792828,710,0.4302040742323755,,,
8,dielectric_electronic,73,dielectric_electronic,0.8299260034158363,0.24137033132133728,710,0.8299260034158363,,,
9,magnetization,44,density,0.9669148404141454,0.13576779236733288,5235,0.9669148404141454,,,
9,magnetization,44,efermi,0.8753705035024397,0.25114000350754484,5233,0.8753705035024397,,,
9,magnetization,44,final_energy,0.4831898489294155,0.49281905213759125,5235,0.4831898489294155,,,
9,magnetization,44,total_magnetization,0.5838755424924934,0.39684487077285135,5235,0.5838755424924934,,,
9,magnetization,44,volume,0.35921845685957143,0.6561228679237415,5235,0.35921845685957143,,,
9,magnetization,44,dielectric_total,0.5978920330652382,0.46780712734312874,719,0.5978920330652382,,,
9,magnetization,44,dielectric_ionic,0.4754108070450531,0.5459865672252697,719,0.4754108070450531,,,
9,magnetization,44,dielectric_electronic,0.7722215988356473,0.26041306105269546,719,0.7722215988356473,,,
9,magnetization,44,magnetization,0.6641110989656104,0.41181976648582264,244,0.6641110989656104,,,
10,curie,73,density,0.9695654416455961,0.12874510512631496,5235,0.9695654416455961,,,
10,curie,73,efermi,0.8685798733116614,0.2584178561237908,5233,0.8685798733116614,,,
10,curie,73,final_energy,0.4623295756903376,0.5423940602159968,5235,0.4623295756903376,,,
10,curie,73,total_magnetization,0.6116850996370593,0.38756178738730307,5235,0.6116850996370593,,,
10,curie,73,volume,0.3738674594705804,0.6475690823178786,5235,0.3738674594705804,,,
10,curie,73,dielectric_total,0.5504738104176354,0.46672005961403085,719,0.5504738104176354,,,
10,curie,73,dielectric_ionic,0.4979450274711915,0.5244512663803701,719,0.4979450274711915,,,
10,curie,73,dielectric_electronic,0.719821006174916,0.3006811263016248,719,0.719821006174916,,,
10,curie,73,magnetization,0.5848361399583499,0.458917414745021,244,0.5848361399583499,,,
10,curie,73,curie,0.6621909640188157,0.41392417867583003,1423,0.6621909640188157,,,
11,neel,50,density,0.9684439854628851,0.1324686112238246,5235,0.9684439854628851,,,
11,neel,50,efermi,0.8576902654731093,0.27793268763455103,5233,0.8576902654731093,,,
11,neel,50,final_energy,0.43591963266056033,0.537445694220838,5235,0.43591963266056033,,,
11,neel,50,total_magnetization,0.5571753982116039,0.4183413551849195,5235,0.5571753982116039,,,
11,neel,50,volume,0.3251851874055408,0.6669521610687191,5235,0.3251851874055408,,,
11,neel,50,dielectric_total,0.5939201536362086,0.4777377546706643,719,0.5939201536362086,,,
11,neel,50,dielectric_ionic,0.4955719547208345,0.5289411134284209,719,0.4955719547208345,,,
11,neel,50,dielectric_electronic,0.7805919491155204,0.2579643433691947,719,0.7805919491155204,,,
11,neel,50,magnetization,0.5453968768210492,0.4957949274816089,244,0.5453968768210492,,,
11,neel,50,curie,0.6167904448269212,0.435756193914556,1423,0.6167904448269212,,,
11,neel,50,neel,0.6159115530258932,0.4473397890897354,849,0.6159115530258932,,,
12,kp,47,density,0.9671657002092804,0.13545724159444306,5386,0.9671657002092804,,,
12,kp,47,efermi,0.8638998879146017,0.2609949476515867,5384,0.8638998879146017,,,
12,kp,47,final_energy,0.44644567070645946,0.5480101744090391,5386,0.44644567070645946,,,
12,kp,47,total_magnetization,0.5365195246315838,0.41711796712387306,5386,0.5365195246315838,,,
12,kp,47,volume,0.34352277447879065,0.6678231031810905,5386,0.34352277447879065,,,
12,kp,47,dielectric_total,0.6121423902906351,0.47328397842079617,815,0.6121423902906351,,,
12,kp,47,dielectric_ionic,0.4898299377801443,0.552032478576075,815,0.4898299377801443,,,
12,kp,47,dielectric_electronic,0.7491115826227777,0.2913665822980458,815,0.7491115826227777,,,
12,kp,47,magnetization,0.5475309711353339,0.4876309091537894,244,0.5475309711353339,,,
12,kp,47,curie,0.5529798370751458,0.4825400735929896,1424,0.5529798370751458,,,
12,kp,47,neel,0.5084591981812662,0.5348200363128238,857,0.5084591981812662,,,
12,kp,47,kp,0.5957896591812789,0.4644601866067028,1045,0.5957896591812789,,,
13,magnetic_susceptibility,42,density,0.9673438778867508,0.1340061470534625,5386,0.9673438778867508,,,
13,magnetic_susceptibility,42,efermi,0.8676258516702469,0.2635029009154102,5384,0.8676258516702469,,,
13,magnetic_susceptibility,42,final_energy,0.361260091831778,0.6590954448085496,5386,0.361260091831778,,,
13,magnetic_susceptibility,42,total_magnetization,0.5256725404214475,0.49900409860683176,5386,0.5256725404214475,,,
13,magnetic_susceptibility,42,volume,0.35077157126097025,0.6618780538735783,5386,0.35077157126097025,,,
13,magnetic_susceptibility,42,dielectric_total,0.5799219563206772,0.46845057350404906,815,0.5799219563206772,,,
13,magnetic_susceptibility,42,dielectric_ionic,0.474009467579673,0.5445634839297638,815,0.474009467579673,,,
13,magnetic_susceptibility,42,dielectric_electronic,0.7800954837598462,0.2952350402358691,815,0.7800954837598462,,,
13,magnetic_susceptibility,42,magnetization,0.3431004386933959,0.599496801409105,244,0.3431004386933959,,,
13,magnetic_susceptibility,42,curie,0.6047748242080246,0.4485504602473545,1424,0.6047748242080246,,,
13,magnetic_susceptibility,42,neel,0.564387999585971,0.4909722087077586,857,0.564387999585971,,,
13,magnetic_susceptibility,42,kp,0.4224557336049931,0.5373922766024644,1045,0.4224557336049931,,,
13,magnetic_susceptibility,42,magnetic_susceptibility,0.3242834654835156,0.4926986856849166,20,0.3242834654835156,6000.0,,
14,zt,75,density,0.9693053719168715,0.1318565652183299,5386,0.9693053719168715,,,
14,zt,75,efermi,0.8690213277356083,0.26419101323425725,5384,0.8690213277356083,,,
14,zt,75,final_energy,0.4463811355044235,0.5605188499303222,5386,0.4463811355044235,,,
14,zt,75,total_magnetization,0.5803937847043695,0.41534040275056505,5386,0.5803937847043695,,,
14,zt,75,volume,0.34713840146371444,0.6573255987708746,5386,0.34713840146371444,,,
14,zt,75,dielectric_total,0.5991176124538231,0.46557602665988923,815,0.5991176124538231,,,
14,zt,75,dielectric_ionic,0.46123276428759463,0.5461874706423512,815,0.46123276428759463,,,
14,zt,75,dielectric_electronic,0.7863708916572643,0.2781287113747445,815,0.7863708916572643,,,
14,zt,75,magnetization,0.6222407614212603,0.4316547895590223,244,0.6222407614212603,,,
14,zt,75,curie,0.6234458809787999,0.4410409137274472,1424,0.6234458809787999,,,
14,zt,75,neel,0.5184140913332438,0.4922704570001951,857,0.5184140913332438,,,
14,zt,75,kp,0.4633315297173307,0.5164794070177947,1045,0.4633315297173307,,,
14,zt,75,magnetic_susceptibility,-0.025989734799767295,0.3644260625394162,20,-0.025989734799767295,6000.0,,
14,zt,75,zt,0.6231913325381726,0.4544745640840259,774,0.6231913325381726,232200.0,,
15,power_factor,38,density,0.9594172483172861,0.1508039189114018,5386,0.9594172483172861,,,
15,power_factor,38,efermi,0.8662105333199785,0.2653596170303853,5384,0.8662105333199785,,,
15,power_factor,38,final_energy,0.4358798707325312,0.5758542088974035,5386,0.4358798707325312,,,
15,power_factor,38,total_magnetization,0.5712328133059574,0.422333396888494,5386,0.5712328133059574,,,
15,power_factor,38,volume,0.29954775106674736,0.6759652519660208,5386,0.29954775106674736,,,
15,power_factor,38,dielectric_total,0.5988675368932176,0.4577457007866915,815,0.5988675368932176,,,
15,power_factor,38,dielectric_ionic,0.47501024830762595,0.5384723627629727,815,0.47501024830762595,,,
15,power_factor,38,dielectric_electronic,0.7787633771231437,0.30745812715530146,815,0.7787633771231437,,,
15,power_factor,38,magnetization,0.5958353856953089,0.4573229956783929,244,0.5958353856953089,,,
15,power_factor,38,curie,0.5986626118091503,0.45542434072690874,1424,0.5986626118091503,,,
15,power_factor,38,neel,0.5373687222358043,0.4985184182594786,857,0.5373687222358043,,,
15,power_factor,38,kp,0.4642308806203522,0.5428544801436621,1045,0.4642308806203522,,,
15,power_factor,38,magnetic_susceptibility,0.0038219490701230097,0.3545656400137801,20,0.0038219490701230097,6000.0,,
15,power_factor,38,zt,0.5012829913846979,0.5359497729635062,774,0.5012829913846979,232200.0,,
15,power_factor,38,power_factor,0.6249333923133636,0.46826307996765515,802,0.6249333923133636,240600.0,,
16,thermal_conductivity,54,density,0.9697395133566342,0.13030003329430642,5386,0.9697395133566342,,,
16,thermal_conductivity,54,efermi,0.8667311804434964,0.2688855173337939,5384,0.8667311804434964,,,
16,thermal_conductivity,54,final_energy,0.44881873231947567,0.5576109861246342,5386,0.44881873231947567,,,
16,thermal_conductivity,54,total_magnetization,0.5256923498994575,0.449897471025223,5386,0.5256923498994575,,,
16,thermal_conductivity,54,volume,0.3695866897661112,0.6489269602969557,5386,0.3695866897661112,,,
16,thermal_conductivity,54,dielectric_total,0.6062196026767237,0.45025051497778334,815,0.6062196026767237,,,
16,thermal_conductivity,54,dielectric_ionic,0.49033598264695677,0.5242323974746226,815,0.49033598264695677,,,
16,thermal_conductivity,54,dielectric_electronic,0.7663980672790103,0.2979773948854483,815,0.7663980672790103,,,
16,thermal_conductivity,54,magnetization,0.5606513318437464,0.46392546317120564,244,0.5606513318437464,,,
16,thermal_conductivity,54,curie,0.6178260708651411,0.434646530753865,1424,0.6178260708651411,,,
16,thermal_conductivity,54,neel,0.5181620847441106,0.49509565488809576,857,0.5181620847441106,,,
16,thermal_conductivity,54,kp,0.46788562105187925,0.5217376639161677,1045,0.46788562105187925,,,
16,thermal_conductivity,54,magnetic_susceptibility,-0.06995642594589291,0.3733330066379981,20,-0.06995642594589291,6000.0,,
16,thermal_conductivity,54,zt,0.5255095196385979,0.5141409874514353,774,0.5255095196385979,232200.0,,
16,thermal_conductivity,54,power_factor,0.5032579951046541,0.5595300841704691,802,0.5032579951046541,240600.0,,
16,thermal_conductivity,54,thermal_conductivity,0.6410094344132268,0.4343257760605477,937,0.6410094344132268,281100.0,,
17,electrical_resistivity,34,density,0.9643834862690157,0.1386825794457053,5386,0.9643834862690157,,,
17,electrical_resistivity,34,efermi,0.8654745585663799,0.26753520510764484,5384,0.8654745585663799,,,
17,electrical_resistivity,34,final_energy,0.4335351317578031,0.5687868337988846,5386,0.4335351317578031,,,
17,electrical_resistivity,34,total_magnetization,0.5728950839473954,0.4115782819205937,5386,0.5728950839473954,,,
17,electrical_resistivity,34,volume,0.3617217336247679,0.6591866524192136,5386,0.3617217336247679,,,
17,electrical_resistivity,34,dielectric_total,0.6136858826511356,0.45988244729045524,815,0.6136858826511356,,,
17,electrical_resistivity,34,dielectric_ionic,0.43816529892598977,0.5596501904983566,815,0.43816529892598977,,,
17,electrical_resistivity,34,dielectric_electronic,0.7825549327193642,0.2801582712827444,815,0.7825549327193642,,,
17,electrical_resistivity,34,magnetization,0.5013200960989603,0.516162209293584,244,0.5013200960989603,,,
17,electrical_resistivity,34,curie,0.5894448983215692,0.44358791568830486,1424,0.5894448983215692,,,
17,electrical_resistivity,34,neel,0.5405979400054279,0.5053771256007665,857,0.5405979400054279,,,
17,electrical_resistivity,34,kp,0.5098629823126393,0.5103903308494533,1045,0.5098629823126393,,,
17,electrical_resistivity,34,magnetic_susceptibility,-0.0646532447535979,0.38026890274731984,20,-0.0646532447535979,6000.0,,
17,electrical_resistivity,34,zt,0.5321210464168644,0.519066921879202,774,0.5321210464168644,232200.0,,
17,electrical_resistivity,34,power_factor,0.4963797315410633,0.5704850113228188,802,0.4963797315410633,240600.0,,
17,electrical_resistivity,34,thermal_conductivity,0.487775202331734,0.5268183293746068,937,0.487775202331734,281100.0,,
17,electrical_resistivity,34,electrical_resistivity,0.15633661622928674,0.3866798988036742,1105,0.15633661622928674,331500.0,,
18,dos_density,28,density,0.9638024063001597,0.14191173338164612,5386,0.9638024063001597,,,
18,dos_density,28,efermi,0.8645139682496245,0.2691595252970954,5384,0.8645139682496245,,,
18,dos_density,28,final_energy,0.4502717821176161,0.5396125093231395,5386,0.4502717821176161,,,
