step,new_task,epochs_run,task,r2,mae,samples,primary,points,accuracy,macro_f1
1,density,100,density,0.9876303443256081,0.078255854333328,5075,0.9876303443256081,,,
2,efermi,100,density,0.9804202425904468,0.10162817102535547,5075,0.9804202425904468,,,
2,efermi,100,efermi,0.9032879485200653,0.22065245373365533,5073,0.9032879485200653,,,
3,final_energy,86,density,0.97691570439234,0.11098670398297521,5075,0.97691570439234,,,
3,final_energy,86,efermi,0.8743578459996653,0.2505747478627541,5073,0.8743578459996653,,,
3,final_energy,86,final_energy,0.5980385326010991,0.39859245443716707,5075,0.5980385326010991,,,
4,total_magnetization,65,density,0.9731876622236127,0.12125647858733699,5075,0.9731876622236127,,,
4,total_magnetization,65,efermi,0.8705423654295545,0.2635979123489693,5073,0.8705423654295545,,,
4,total_magnetization,65,final_energy,0.37701007640513917,0.5664220785320231,5075,0.37701007640513917,,,
4,total_magnetization,65,total_magnetization,0.6606725322611484,0.37210901918311934,5075,0.6606725322611484,,,
5,volume,91,density,0.9718258637162028,0.12437850110505971,5075,0.9718258637162028,,,
5,volume,91,efermi,0.8670942324283157,0.26765702447821543,5073,0.8670942324283157,,,
5,volume,91,final_energy,0.39734139193777873,0.5678426515742021,5075,0.39734139193777873,,,
5,volume,91,total_magnetization,0.4590067845521798,0.47323142028412707,5075,0.4590067845521798,,,
5,volume,91,volume,0.4612899134162767,0.5924395337186075,5075,0.4612899134162767,,,
6,dielectric_total,82,density,0.9678050146113506,0.13441788285817347,5075,0.9678050146113506,,,
6,dielectric_total,82,efermi,0.8604906386494728,0.2668920824185387,5073,0.8604906386494728,,,
6,dielectric_total,82,final_energy,0.41093195904154733,0.5538520782152624,5075,0.41093195904154733,,,
6,dielectric_total,82,total_magnetization,0.4151936607679074,0.5032922493826908,5075,0.4151936607679074,,,
6,dielectric_total,82,volume,0.2920237546370842,0.6640225601452083,5075,0.2920237546370842,,,
6,dielectric_total,82,dielectric_total,0.6303429310224042,0.4391818963929263,710,0.6303429310224042,,,
7,dielectric_ionic,75,density,0.9635159695594404,0.1426177042972702,5075,0.9635159695594404,,,
7,dielectric_ionic,75,efermi,0.8632948475098494,0.2660600600883542,5073,0.8632948475098494,,,
7,dielectric_ionic,75,final_energy,0.40996669950749476,0.5389456115377956,5075,0.40996669950749476,,,
7,dielectric_ionic,75,total_magnetization,0.4118350578247517,0.5055845340320394,5075,0.4118350578247517,,,
7,dielectric_ionic,75,volume,0.3027789892619177,0.6717018710696584,5075,0.3027789892619177,,,
7,dielectric_ionic,75,dielectric_total,0.5680852943515451,0.5042911777413869,710,0.5680852943515451,,,
7,dielectric_ionic,75,dielectric_ionic,0.5648754170043002,0.5073119974899817,710,0.5648754170043002,,,
8,dielectric_electronic,75,density,0.9688908793960753,0.13295782000220457,5075,0.9688908793960753,,,
8,dielectric_electronic,75,efermi,0.8598432995409611,0.2740122929577009,5073,0.8598432995409611,,,
8,dielectric_electronic,75,final_energy,0.3888692399045852,0.5507257940353837,5075,0.3888692399045852,,,
8,dielectric_electronic,75,total_magnetization,0.45233057895483275,0.4762253350642721,5075,0.45233057895483275,,,
8,dielectric_electronic,75,volume,0.30683405560776245,0.6734738404607514,5075,0.30683405560776245,,,
8,dielectric_electronic,75,dielectric_total,0.6216681485503275,0.45061957744725434,710,0.6216681485503275,,,
8,dielectric_electronic,75,dielectric_ionic,0.5282787070673054,0.5112139707088169,710,0.5282787070673054,,,
8,dielectric_electronic,75,dielectric_electronic,0.8451286763120198,0.22889896509335056,710,0.8451286763120198,,,
9,magnetization,62,density,0.9685296910429345,0.13119693572713792,5235,0.9685296910429345,,,
9,magnetization,62,efermi,0.8673160952951886,0.26465550077739786,5233,0.8673160952951886,,,
9,magnetization,62,final_energy,0.3865589171656697,0.56811710622679,5235,0.3865589171656697,,,
9,magnetization,62,total_magnetization,0.5380586335356793,0.4425739601649316,5235,0.5380586335356793,,,
9,magnetization,62,volume,0.31931262778735847,0.6663081500801035,5235,0.31931262778735847,,,
9,magnetization,62,dielectric_total,0.6431477863774095,0.45064096500514056,719,0.6431477863774095,,,
9,magnetization,62,dielectric_ionic,0.548944117506892,0.5036947572008361,719,0.548944117506892,,,
9,magnetization,62,dielectric_electronic,0.7959519252107088,0.256767189867946,719,0.7959519252107088,,,
9,magnetization,62,magnetization,0.6599353112744677,0.423509264789377,244,0.6599353112744677,,,
10,curie,34,density,0.9604126890543865,0.14993661237936076,5235,0.9604126890543865,,,
10,curie,34,efermi,0.8571614854331443,0.28095469185981087,5233,0.8571614854331443,,,
10,curie,34,final_energy,0.38047650093355456,0.5671215478813447,5235,0.38047650093355456,,,
10,curie,34,total_magnetization,0.45614779128490945,0.5356481628218545,5235,0.45614779128490945,,,
10,curie,34,volume,0.3214379351782758,0.6690760028040142,5235,0.3214379351782758,,,
10,curie,34,dielectric_total,0.5975517365908767,0.4648533876083811,719,0.5975517365908767,,,
10,curie,34,dielectric_ionic,0.47080845312812625,0.5537676402922987,719,0.47080845312812625,,,
10,curie,34,dielectric_electronic,0.7764861883132983,0.2786651073675242,719,0.7764861883132983,,,
10,curie,34,magnetization,0.6107307581113763,0.4641367374718142,244,0.6107307581113763,,,
10,curie,34,curie,0.6184251513810001,0.41799870792178323,1423,0.6184251513810001,,,
11,neel,43,density,0.9637304085787027,0.14236851067932907,5235,0.9637304085787027,,,
11,neel,43,efermi,0.8591255194803329,0.27625216929061863,5233,0.8591255194803329,,,
11,neel,43,final_energy,0.3961795463568418,0.5623921418238085,5235,0.3961795463568418,,,
11,neel,43,total_magnetization,0.5096586118779431,0.46253446833995465,5235,0.5096586118779431,,,
11,neel,43,volume,0.3392130052508131,0.6587402969576546,5235,0.3392130052508131,,,
11,neel,43,dielectric_total,0.6331168838460084,0.44699997847245143,719,0.6331168838460084,,,
11,neel,43,dielectric_ionic,0.5009239316872279,0.5370643035249174,719,0.5009239316872279,,,
11,neel,43,dielectric_electronic,0.788479107433085,0.2740785557893824,719,0.788479107433085,,,
11,neel,43,magnetization,0.6450158963235517,0.426000937414773,244,0.6450158963235517,,,
11,neel,43,curie,0.6090037729597021,0.4496200215670225,1423,0.6090037729597021,,,
11,neel,43,neel,0.5994338773701644,0.4533476170214844,849,0.5994338773701644,,,
12,kp,57,density,0.9561581787282901,0.15599150379420987,5386,0.9561581787282901,,,
12,kp,57,efermi,0.8553116468363233,0.2866366424430038,5384,0.8553116468363233,,,
12,kp,57,final_energy,0.3900324153595506,0.5547018190845718,5386,0.3900324153595506,,,
12,kp,57,total_magnetization,0.4149136089627624,0.5258662825462816,5386,0.4149136089627624,,,
12,kp,57,volume,0.22291322278162695,0.712786530515507,5386,0.22291322278162695,,,
12,kp,57,dielectric_total,0.6238121426253156,0.453441286401243,815,0.6238121426253156,,,
12,kp,57,dielectric_ionic,0.4109433340842866,0.5617698773625269,815,0.4109433340842866,,,
12,kp,57,dielectric_electronic,0.8190743736057385,0.25515774820622844,815,0.8190743736057385,,,
12,kp,57,magnetization,0.6725872902177138,0.38914400680411704,244,0.6725872902177138,,,
12,kp,57,curie,0.6144363975055598,0.44289385561999073,1424,0.6144363975055598,,,
12,kp,57,neel,0.5745078978954122,0.47535984198774484,857,0.5745078978954122,,,
12,kp,57,kp,0.5936719367982624,0.4601167283933466,1045,0.5936719367982624,,,
13,magnetic_susceptibility,36,density,0.9549877860911624,0.15935777100725151,5386,0.9549877860911624,,,
13,magnetic_susceptibility,36,efermi,0.8531539583800575,0.28828990957494616,5384,0.8531539583800575,,,
13,magnetic_susceptibility,36,final_energy,0.3882877700386147,0.5876804163520316,5386,0.3882877700386147,,,
13,magnetic_susceptibility,36,total_magnetization,0.5154443196294958,0.4549170964234986,5386,0.5154443196294958,,,
13,magnetic_susceptibility,36,volume,0.3057910051855879,0.6854143803848293,5386,0.3057910051855879,,,
13,magnetic_susceptibility,36,dielectric_total,0.6267554560989446,0.4737473286260418,815,0.6267554560989446,,,
13,magnetic_susceptibility,36,dielectric_ionic,0.5265069084120184,0.5365720401837379,815,0.5265069084120184,,,
