step,new_task,epochs_run,task,r2,mae,samples,primary,points,accuracy,macro_f1
1,density,100,density,0.9876303443256081,0.078255854333328,5075,0.9876303443256081,,,
2,efermi,64,density,0.9816696712375871,0.09826362466990825,5075,0.9816696712375871,,,
2,efermi,64,efermi,0.90749582627581,0.20093859872216746,5073,0.90749582627581,,,
3,final_energy,96,density,0.9786893790642023,0.10783362361589004,5075,0.9786893790642023,,,
3,final_energy,96,efermi,0.8780032459149825,0.23939005860754808,5073,0.8780032459149825,,,
3,final_energy,96,final_energy,0.618064233761937,0.3898628223704689,5075,0.618064233761937,,,
4,total_magnetization,52,density,0.974505363322273,0.11892580190646912,5075,0.974505363322273,,,
4,total_magnetization,52,efermi,0.870334433610421,0.25481498138824654,5073,0.870334433610421,,,
4,total_magnetization,52,final_energy,0.3827751618344143,0.5879140522194403,5075,0.3827751618344143,,,
4,total_magnetization,52,total_magnetization,0.6616099587260538,0.35585974516611407,5075,0.6616099587260538,,,
5,volume,100,density,0.9749086527682465,0.11872795018299795,5075,0.9749086527682465,,,
5,volume,100,efermi,0.8759533374886741,0.24934672985461806,5073,0.8759533374886741,,,
5,volume,100,final_energy,0.4541688013024946,0.5271785930346655,5075,0.4541688013024946,,,
5,volume,100,total_magnetization,0.5389853274057943,0.44408997034700803,5075,0.5389853274057943,,,
5,volume,100,volume,0.4749782925653193,0.5786085927421847,5075,0.4749782925653193,,,
6,dielectric_total,45,density,0.968548565500526,0.13236027475304138,5075,0.968548565500526,,,
6,dielectric_total,45,efermi,0.8655988976929048,0.27002058158416353,5073,0.8655988976929048,,,
6,dielectric_total,45,final_energy,0.4340086842851266,0.564485698960871,5075,0.4340086842851266,,,
6,dielectric_total,45,total_magnetization,0.5106219652428363,0.5128199062298642,5075,0.5106219652428363,,,
6,dielectric_total,45,volume,0.35572233698405753,0.6430295465934268,5075,0.35572233698405753,,,
6,dielectric_total,45,dielectric_total,0.6274741480635164,0.4592722029612915,710,0.6274741480635164,,,
7,dielectric_ionic,69,density,0.971348754728258,0.12544591249304832,5075,0.971348754728258,,,
7,dielectric_ionic,69,efermi,0.8741868698090742,0.2557741174400142,5073,0.8741868698090742,,,
7,dielectric_ionic,69,final_energy,0.41678689255568957,0.5349307749083028,5075,0.41678689255568957,,,
7,dielectric_ionic,69,total_magnetization,0.5414206103290724,0.4275581396090968,5075,0.5414206103290724,,,
7,dielectric_ionic,69,volume,0.32100360172796705,0.6642445981801697,5075,0.32100360172796705,,,
7,dielectric_ionic,69,dielectric_total,0.6053375908972545,0.4450762339137039,710,0.6053375908972545,,,
7,dielectric_ionic,69,dielectric_ionic,0.54333215349277,0.4942262166647112,710,0.54333215349277,,,
8,dielectric_electronic,58,density,0.965713132205207,0.13944747556424159,5075,0.965713132205207,,,
8,dielectric_electronic,58,efermi,0.8679567679149885,0.2626549571115916,5073,0.8679567679149885,,,
8,dielectric_electronic,58,final_energy,0.40641460144062924,0.522735958797581,5075,0.40641460144062924,,,
8,dielectric_electronic,58,total_magnetization,0.5256526962903407,0.44839039588420626,5075,0.5256526962903407,,,
8,dielectric_electronic,58,volume,0.35629916183619004,0.6444390855510249,5075,0.35629916183619004,,,
8,dielectric_electronic,58,dielectric_total,0.6240871565413666,0.43980468353844593,710,0.6240871565413666,,,
8,dielectric_electronic,58,dielectric_ionic,0.5484019155594886,0.49870930952125464,710,0.5484019155594886,,,
